,location,bhk,total_sqft,bath,price,price_per_sqft
7265,Whitefield,3,1306.0,3.0,54.65,4184.532924961715
7266,Whitefield,3,1626.0,3.0,89.0,5473.554735547355
7267,Whitefield,3,1585.0,3.0,88.0,5552.05047318612
7269,Whitefield,2,1125.0,2.0,62.0,5511.111111111111
7270,Whitefield,2,1280.0,2.0,85.0,6640.625
7271,Whitefield,3,1200.0,3.0,68.5,5708.333333333333
7272,Whitefield,4,4000.0,4.0,330.0,8250.0
7273,Whitefield,3,1697.0,3.0,108.0,6364.172068355922
7274,Whitefield,2,1205.0,2.0,58.0,4813.278008298756
7275,Whitefield,4,3606.0,4.0,312.0,8652.246256239601
7276,Whitefield,2,1485.0,2.0,90.0,6060.606060606061
7277,Whitefield,1,950.0,1.0,50.0,5263.1578947368425
7278,Whitefield,4,3584.0,4.0,199.0,5552.455357142857
7279,Whitefield,1,825.0,1.0,45.0,5454.545454545455
7280,Whitefield,2,1155.0,2.0,60.0,5194.805194805195
7281,Whitefield,3,2010.0,3.0,92.0,4577.114427860696
7282,Whitefield,3,1635.0,2.0,85.0,5198.7767584097855
7283,Whitefield,2,1216.0,2.0,79.0,6496.710526315789
7284,Whitefield,3,1200.0,3.0,56.2,4683.333333333333
7285,Whitefield,2,1215.0,2.0,65.0,5349.794238683127
7286,Whitefield,3,1870.0,3.0,90.0,4812.834224598931
7287,Whitefield,2,1260.0,2.0,49.5,3928.5714285714284
7288,Whitefield,4,2856.0,5.0,145.5,5094.53781512605
7289,Whitefield,2,920.0,2.0,63.0,6847.826086956522
7290,Whitefield,2,1165.0,2.0,40.5,3476.3948497854076
7291,Whitefield,2,1170.0,2.0,71.0,6068.376068376068
7292,Whitefield,2,1118.0,2.0,75.0,6708.4078711985685
7293,Whitefield,3,1800.0,3.0,110.0,6111.111111111111
7294,Whitefield,3,1562.0,3.0,103.0,6594.110115236876
7295,Whitefield,2,1190.0,2.0,67.0,5630.252100840336
7296,Whitefield,2,1102.0,2.0,48.0,4355.716878402904
7297,Whitefield,3,2321.0,4.0,128.0,5514.864282636794
7298,Whitefield,2,1320.0,2.0,95.0,7196.969696969697
7299,Whitefield,2,735.0,2.0,35.0,4761.9047619047615
7300,Whitefield,3,1896.0,3.0,75.0,3955.6962025316457
7301,Whitefield,3,3010.0,3.0,200.0,6644.518272425249
7302,Whitefield,2,1346.0,2.0,96.17,7144.873699851411
7303,Whitefield,3,3850.0,5.0,316.0,8207.792207792209
7304,Whitefield,3,1410.0,3.0,43.71,3100.0
7305,Whitefield,3,1150.0,2.0,44.0,3826.086956521739
7306,Whitefield,2,1280.0,2.0,52.0,4062.5
7307,Whitefield,4,2500.0,4.0,155.0,6200.0
7308,Whitefield,1,905.0,1.0,55.0,6077.348066298343
7309,Whitefield,2,1200.0,2.0,46.13,3844.1666666666665
7310,Whitefield,4,2268.0,3.0,146.0,6437.389770723104
7311,Whitefield,2,1150.0,2.0,55.0,4782.608695652174
7312,Whitefield,3,1500.0,3.0,71.8,4786.666666666667
7313,Whitefield,1,630.5,1.0,32.79,5200.634417129262
7314,Whitefield,4,3537.0,5.0,210.0,5937.234944868533
7315,Whitefield,2,1285.0,2.0,55.9,4350.194552529183
7316,Whitefield,3,1697.0,3.0,115.0,6776.664702416028
7317,Whitefield,2,1130.0,2.0,36.0,3185.8407079646017
7318,Whitefield,2,1215.0,2.0,39.0,3209.8765432098767
7319,Whitefield,2,1495.0,2.0,79.5,5317.725752508361
7320,Whitefield,5,3250.0,5.0,290.0,8923.076923076924
7321,Whitefield,2,1216.0,2.0,66.48,5467.105263157895
7322,Whitefield,3,1350.0,3.0,54.0,4000.0
7323,Whitefield,2,1173.0,2.0,60.0,5115.089514066496
7324,Whitefield,2,1269.0,2.0,75.0,5910.16548463357
7325,Whitefield,5,3227.0,5.0,250.0,7747.133560582584
7326,Whitefield,3,1545.0,3.0,79.0,5113.26860841424
7327,Whitefield,3,1306.0,3.0,54.65,4184.532924961715
7328,Whitefield,2,1000.0,2.0,35.0,3500.0
7329,Whitefield,4,3262.0,4.0,260.0,7970.570202329859
7330,Whitefield,3,1386.0,3.0,57.46,4145.743145743146
7331,Whitefield,2,1132.0,2.0,79.28,7003.533568904593
7332,Whitefield,2,1200.0,2.0,45.84,3820.0
7333,Whitefield,2,1140.0,2.0,39.0,3421.0526315789475
7334,Whitefield,4,2830.0,5.0,160.0,5653.7102473498235
7335,Whitefield,2,1205.0,2.0,40.0,3319.5020746887967
7336,Whitefield,2,1195.0,2.0,70.0,5857.740585774059
7337,Whitefield,3,3480.0,4.0,284.0,8160.919540229885
7338,Whitefield,3,1738.0,2.0,79.0,4545.454545454545
7339,Whitefield,2,1250.0,2.0,72.0,5760.0
7340,Whitefield,1,709.0,1.0,34.385,4849.788434414669
7341,Whitefield,2,1340.0,2.0,77.0,5746.268656716418
7342,Whitefield,2,1320.0,2.0,79.5,6022.727272727273
7343,Whitefield,2,750.0,2.0,52.7,7026.666666666667
7344,Whitefield,3,1200.0,3.0,61.96,5163.333333333333
7345,Whitefield,2,1180.0,2.0,41.0,3474.576271186441
7346,Whitefield,2,1095.0,2.0,35.0,3196.3470319634703
7347,Whitefield,2,1415.0,2.0,67.0,4734.982332155477
7348,Whitefield,2,1105.0,2.0,41.36,3742.9864253393666
7350,Whitefield,2,1200.0,2.0,45.0,3750.0
7351,Whitefield,4,3445.0,5.0,270.0,7837.44557329463
7352,Whitefield,3,1700.0,3.0,140.0,8235.29411764706
7353,Whitefield,4,4827.0,4.0,400.0,8286.720530350114
7354,Whitefield,2,1405.0,2.0,84.5,6014.234875444839
7355,Whitefield,3,1345.0,2.0,57.0,4237.918215613383
7356,Whitefield,4,3252.0,4.0,280.0,8610.086100861008
7357,Whitefield,2,1200.0,2.0,45.0,3750.0
7358,Whitefield,2,1150.0,2.0,90.0,7826.086956521739
7359,Whitefield,4,2400.0,4.0,147.0,6125.0
7360,Whitefield,3,1440.0,2.0,64.0,4444.444444444444
7361,Whitefield,1,624.0,1.0,35.0,5608.974358974359
7362,Whitefield,2,1200.0,2.0,45.0,3750.0
7363,Whitefield,2,1109.0,2.0,41.49,3741.2082957619477
7364,Whitefield,3,1700.0,3.0,95.0,5588.235294117647
7365,Whitefield,4,4960.0,4.0,400.0,8064.5161290322585
7366,Whitefield,4,2928.0,4.0,198.0,6762.295081967213
7367,Whitefield,2,1215.0,2.0,62.0,5102.880658436214
7368,Whitefield,3,2700.0,5.0,175.0,6481.481481481482
7369,Whitefield,2,1216.0,2.0,84.0,6907.894736842105
7370,Whitefield,4,2882.0,5.0,204.0,7078.417765440666
7371,Whitefield,3,1840.0,3.0,140.0,7608.695652173913
7372,Whitefield,3,1778.0,3.0,122.0,6861.6422947131605
7373,Whitefield,2,1400.0,2.0,80.0,5714.285714285715
7374,Whitefield,1,650.0,1.0,25.0,3846.153846153846
7375,Whitefield,4,2155.0,3.0,125.0,5800.46403712297
7376,Whitefield,1,905.0,1.0,52.0,5745.85635359116
7377,Whitefield,2,1230.0,2.0,59.0,4796.747967479675
7378,Whitefield,2,1205.0,2.0,40.0,3319.5020746887967
7379,Whitefield,2,1125.0,2.0,40.0,3555.5555555555557
7380,Whitefield,2,1216.0,2.0,69.06,5679.276315789473
7381,Whitefield,2,1216.0,2.0,75.0,6167.763157894737
7382,Whitefield,2,1355.0,2.0,78.0,5756.457564575646
7383,Whitefield,2,1255.0,2.0,77.0,6135.4581673306775
7384,Whitefield,2,1216.0,2.0,73.0,6003.289473684211
7385,Whitefield,1,709.0,1.0,34.735,4899.153737658674
7386,Whitefield,2,1140.0,2.0,45.0,3947.3684210526317
7387,Whitefield,2,1190.0,2.0,60.0,5042.016806722689
7388,Whitefield,2,1312.0,2.0,55.0,4192.073170731707
7389,Whitefield,3,1745.0,3.0,100.0,5730.659025787965
7390,Whitefield,4,3200.0,4.0,224.0,7000.0
7391,Whitefield,2,1096.0,2.0,39.0,3558.394160583942
7392,Whitefield,1,825.0,1.0,44.9,5442.424242424242
7393,Whitefield,2,1116.0,2.0,51.91,4651.433691756272
7394,Whitefield,2,1227.0,2.0,53.49,4359.413202933985
7395,Whitefield,2,1235.0,2.0,47.0,3805.668016194332
7396,Whitefield,3,1870.0,3.0,138.0,7379.679144385027
7397,Whitefield,2,1175.0,2.0,39.0,3319.148936170213
7398,Whitefield,2,1180.0,2.0,41.0,3474.576271186441
7399,Whitefield,3,1862.0,3.0,125.0,6713.211600429646
7400,Whitefield,3,1655.0,3.0,113.0,6827.794561933535
7401,Whitefield,1,530.0,1.0,29.44,5554.7169811320755
7402,Whitefield,2,1085.0,2.0,57.0,5253.4562211981565
7403,Whitefield,1,905.0,1.0,50.0,5524.861878453039
7404,Whitefield,3,1600.0,3.0,82.0,5125.0
7405,Whitefield,4,1230.0,4.0,80.0,6504.065040650406
7406,Whitefield,2,1255.0,2.0,40.0,3187.2509960159364
7407,Whitefield,1,630.5,1.0,32.15,5099.127676447264
7408,Whitefield,1,905.0,1.0,52.0,5745.85635359116
7409,Whitefield,3,1200.0,3.0,57.15,4762.5
7410,Whitefield,3,1451.0,2.0,52.43,3613.370089593384
7411,Whitefield,2,1187.0,2.0,37.85,3188.7110362257795
7412,Whitefield,2,1216.0,2.0,83.0,6825.6578947368425
7413,Whitefield,2,1301.0,2.0,65.0,4996.156802459646
7414,Whitefield,3,1330.0,2.0,55.0,4135.338345864661
7415,Whitefield,2,1155.0,2.0,55.0,4761.9047619047615
7416,Whitefield,2,1355.0,3.0,76.0,5608.856088560886
7417,Whitefield,4,4075.0,5.0,226.0,5546.01226993865
7418,Whitefield,2,1216.0,2.0,75.0,6167.763157894737
7419,Whitefield,2,1242.0,2.0,65.0,5233.494363929147
7420,Whitefield,3,1495.0,2.0,67.0,4481.605351170569
7421,Whitefield,3,1548.0,3.0,65.0,4198.966408268734
7422,Whitefield,4,2856.0,5.0,154.5,5409.663865546218
7423,Whitefield,2,1200.0,2.0,46.13,3844.1666666666665
7424,Whitefield,2,1200.0,2.0,46.13,3844.1666666666665
7425,Whitefield,3,1405.0,3.0,58.0,4128.113879003558
7426,Whitefield,4,2856.0,5.0,158.5,5549.7198879551825
7427,Whitefield,2,1355.0,2.0,73.0,5387.453874538745
7428,Whitefield,4,2882.0,5.0,158.0,5482.303955586398
7429,Whitefield,1,750.0,1.0,51.0,6800.0
7430,Whitefield,2,1115.0,2.0,34.555,3099.103139013453
7431,Whitefield,2,1105.0,2.0,39.99,3619.004524886878
7432,Whitefield,2,1173.0,2.0,77.0,6564.364876385337
7433,Whitefield,3,1200.0,3.0,68.4,5700.000000000001
7434,Whitefield,2,982.0,2.0,37.0,3767.8207739307536
7435,Whitefield,2,1118.0,2.0,42.0,3756.7084078711987
7436,Whitefield,2,1216.0,2.0,69.0,5674.3421052631575
7437,Whitefield,4,3425.0,5.0,250.0,7299.270072992701
7438,Whitefield,2,1100.0,2.0,37.0,3363.6363636363635
7439,Whitefield,3,1200.0,3.0,56.0,4666.666666666667
7440,Whitefield,4,2856.0,5.0,157.5,5514.705882352941
7441,Whitefield,3,1550.0,2.0,49.6,3200.0
7442,Whitefield,3,2173.0,3.0,128.0,5890.473999079613
7443,Whitefield,3,1435.0,3.0,45.0,3135.8885017421603
7444,Whitefield,1,905.0,1.0,62.0,6850.828729281768
7445,Whitefield,3,1870.0,3.0,138.0,7379.679144385027
7446,Whitefield,2,1320.0,2.0,99.26,7519.69696969697
7447,Whitefield,3,2901.0,4.0,190.0,6549.465701482248
7448,Whitefield,2,1485.0,2.0,96.51,6498.989898989899
7449,Whitefield,3,1755.0,3.0,101.0,5754.985754985755
7450,Whitefield,3,1608.0,2.0,63.0,3917.910447761194
7451,Whitefield,3,2225.0,3.0,149.0,6696.6292134831465
7452,Whitefield,2,1250.0,2.0,82.0,6560.0
7454,Whitefield,1,605.0,1.0,40.0,6611.570247933884
7455,Whitefield,2,1185.0,2.0,41.0,3459.915611814346
7456,Whitefield,3,1200.0,3.0,56.58,4715.0
7457,Whitefield,3,2210.0,3.0,156.0,7058.823529411765
7458,Whitefield,2,1173.0,2.0,78.2,6666.666666666667
7459,Whitefield,3,1740.0,4.0,130.0,7471.264367816092
7460,Whitefield,2,1216.0,2.0,75.0,6167.763157894737
7461,Whitefield,2,1060.0,2.0,35.0,3301.8867924528304
7462,Whitefield,3,1655.0,3.0,120.0,7250.755287009063
7463,Whitefield,4,4003.0,6.0,300.0,7494.379215588308
7464,Whitefield,2,1125.0,2.0,45.0,4000.0
7465,Whitefield,2,1180.0,2.0,70.0,5932.203389830508
7466,Whitefield,2,1280.0,2.0,69.0,5390.625
7467,Whitefield,3,2023.0,4.0,130.0,6426.099851705388
7468,Whitefield,3,2134.0,4.0,118.0,5529.522024367385
7469,Whitefield,3,1458.0,2.0,62.0,4252.400548696845
7470,Whitefield,3,1808.0,4.0,80.0,4424.778761061947
7471,Whitefield,1,905.0,1.0,60.0,6629.834254143647
7472,Whitefield,3,1537.0,2.0,70.0,4554.326610279766
7473,Whitefield,2,1186.0,2.0,55.0,4637.43676222597
7474,Whitefield,3,1806.0,3.0,85.0,4706.5337763012185
7475,Whitefield,2,1109.0,2.0,35.22,3175.834084761046
7476,Whitefield,2,1216.0,2.0,67.0,5509.868421052632
7477,Whitefield,3,1452.0,3.0,90.0,6198.347107438017
7478,Whitefield,4,2850.0,5.0,240.0,8421.052631578947
7479,Whitefield,2,1150.0,2.0,55.0,4782.608695652174
7480,Whitefield,3,1600.0,3.0,69.0,4312.5
7481,Whitefield,4,2830.0,5.0,190.0,6713.780918727915
7482,Whitefield,2,1295.0,2.0,78.5,6061.776061776061
7483,Whitefield,1,840.0,1.0,57.6,6857.142857142857
7484,Whitefield,1,640.0,1.0,19.83,3098.4374999999995
7485,Whitefield,3,1991.0,3.0,104.0,5223.505775991964
7486,Whitefield,2,1190.0,2.0,41.0,3445.378151260504
7487,Whitefield,2,1109.0,2.0,35.47,3198.376916140667
7488,Whitefield,4,5200.0,5.0,242.0,4653.846153846154
7489,Whitefield,3,1655.0,3.0,97.0,5861.027190332326
7490,Whitefield,3,1850.0,3.0,150.0,8108.108108108108
7491,Whitefield,3,1200.0,3.0,67.77,5647.5
7492,Whitefield,2,1290.0,2.0,90.0,6976.7441860465115
7493,Whitefield,2,1200.0,2.0,45.0,3750.0
7494,Whitefield,2,1140.0,2.0,40.0,3508.7719298245615
7495,Whitefield,2,1216.0,2.0,75.0,6167.763157894737
7496,Whitefield,2,1356.0,2.0,94.84,6994.100294985251
7497,Whitefield,2,1338.0,2.0,103.0,7698.056801195815
7498,Whitefield,2,1115.0,2.0,55.0,4932.735426008969
7499,Whitefield,3,1870.0,3.0,90.0,4812.834224598931
7500,Whitefield,3,3450.0,4.0,208.0,6028.985507246377
7501,Whitefield,2,1105.0,2.0,35.36,3200.0
7502,Whitefield,2,1074.0,2.0,42.79,3984.171322160149
7503,Whitefield,2,1100.0,2.0,52.0,4727.272727272727
7504,Whitefield,2,1267.0,2.0,90.33,7129.439621152328
7505,Whitefield,4,2400.0,4.0,143.0,5958.333333333333
7506,Whitefield,3,1836.0,3.0,125.0,6808.278867102396
7507,Whitefield,2,1197.0,2.0,50.0,4177.109440267335
7508,Whitefield,3,3596.0,3.0,200.0,5561.735261401557
7509,Whitefield,3,1275.0,2.0,65.0,5098.0392156862745
7510,Whitefield,2,1155.0,2.0,39.0,3376.6233766233768
7511,Whitefield,2,1141.0,2.0,62.0,5433.829973707274
7512,Whitefield,2,1216.0,2.0,82.0,6743.421052631579
7513,Whitefield,2,1495.0,3.0,88.0,5886.28762541806
7514,Whitefield,3,1564.0,3.0,103.0,6585.677749360614
7515,Whitefield,3,1585.0,3.0,84.0,5299.6845425867505
7516,Whitefield,3,1200.0,3.0,56.0,4666.666666666667
7517,Whitefield,2,1140.0,2.0,50.0,4385.964912280701
7518,Whitefield,3,1558.0,3.0,90.0,5776.636713735558
7519,Whitefield,2,1216.0,2.0,75.0,6167.763157894737
7520,Whitefield,2,1227.0,2.0,70.0,5704.9714751426245
7521,Whitefield,3,1704.0,3.0,120.0,7042.2535211267605
7523,Whitefield,2,1256.0,2.0,73.0,5812.101910828025
7524,Whitefield,2,1195.0,2.0,62.38,5220.083682008368
7525,Whitefield,3,1770.0,4.0,68.0,3841.80790960452
7526,Whitefield,2,1300.0,2.0,78.0,6000.0
7527,Whitefield,3,1570.0,3.0,88.0,5605.095541401274
7528,Whitefield,2,1216.0,2.0,84.03,6910.361842105263
7529,Whitefield,2,1240.0,2.0,70.0,5645.1612903225805
7530,Whitefield,2,1216.0,2.0,72.5,5962.171052631579
7531,Whitefield,2,1215.0,2.0,40.0,3292.1810699588477
7532,Whitefield,3,2025.0,4.0,115.0,5679.0123456790125
7533,Whitefield,3,1346.0,2.0,100.0,7429.420505200595
7534,Whitefield,2,1020.0,2.0,45.0,4411.764705882353
7535,Whitefield,2,935.0,2.0,32.72,3499.4652406417113
7536,Whitefield,2,1024.0,2.0,32.0,3125.0
7537,Whitefield,4,2990.0,3.0,198.0,6622.0735785953175
7538,Whitefield,3,1600.0,3.0,69.1,4318.749999999999
7539,Whitefield,2,1205.0,2.0,58.0,4813.278008298756
7540,Whitefield,3,1720.0,3.0,98.97,5754.069767441861
7541,Whitefield,3,1600.0,3.0,95.0,5937.5
7542,Whitefield,3,1655.0,3.0,108.0,6525.679758308157
7543,Whitefield,3,1740.0,3.0,95.0,5459.770114942528
7544,Whitefield,3,1200.0,3.0,56.72,4726.666666666667
7545,Whitefield,2,1350.0,2.0,88.0,6518.518518518518
7546,Whitefield,2,1030.0,2.0,44.0,4271.844660194175
7547,Whitefield,2,1216.0,2.0,80.0,6578.9473684210525
7548,Whitefield,4,2900.0,4.0,225.0,7758.620689655172
7549,Whitefield,2,1340.0,2.0,101.0,7537.313432835821
7550,Whitefield,2,1190.0,2.0,64.0,5378.151260504202
7551,Whitefield,3,1500.0,3.0,78.57,5237.999999999999
7552,Whitefield,3,1626.0,3.0,85.0,5227.552275522755
7553,Whitefield,2,1195.0,2.0,61.36,5134.728033472803
7554,Whitefield,2,1100.0,2.0,65.0,5909.090909090909
7555,Whitefield,2,1100.0,2.0,46.5,4227.272727272727
7556,Whitefield,3,1270.0,2.0,65.0,5118.110236220473
7557,Whitefield,3,3117.0,3.0,261.0,8373.435996150145
7558,Whitefield,2,1216.0,2.0,73.0,6003.289473684211
7559,Whitefield,2,1135.0,2.0,58.0,5110.132158590309
7560,Whitefield,3,3150.0,3.0,290.0,9206.349206349207
7561,Whitefield,2,1185.0,2.0,56.0,4725.738396624472
7562,Whitefield,4,2956.0,5.0,234.0,7916.102841677944
7563,Whitefield,3,1530.0,3.0,75.0,4901.9607843137255
7564,Whitefield,2,1015.0,2.0,45.0,4433.4975369458125
7565,Whitefield,2,1187.0,2.0,38.0,3201.3479359730413
7566,Whitefield,3,2247.0,3.0,145.0,6453.048509123276
7567,Whitefield,4,3940.0,5.0,265.0,6725.888324873096
7568,Whitefield,2,1190.0,2.0,59.0,4957.983193277311
7569,Whitefield,2,1160.0,2.0,67.0,5775.862068965517
7570,Whitefield,2,1216.0,2.0,66.88,5500.0
7571,Whitefield,2,1180.0,2.0,77.0,6525.423728813559
7572,Whitefield,3,2140.0,3.0,139.0,6495.327102803738
7573,Whitefield,2,1314.0,2.0,84.0,6392.6940639269405
7574,Whitefield,3,1530.0,3.0,73.0,4771.24183006536
7575,Whitefield,2,1160.0,2.0,39.0,3362.0689655172414
7576,Whitefield,2,1012.0,2.0,58.0,5731.225296442688
7577,Whitefield,2,1150.0,2.0,40.21,3496.521739130435
7578,Whitefield,3,1495.0,2.0,70.0,4682.274247491639
7579,Whitefield,2,1340.0,2.0,41.0,3059.7014925373132
7580,Whitefield,3,1431.0,3.0,85.0,5939.902166317261
7581,Whitefield,1,524.0,1.0,29.0,5534.3511450381675
7582,Whitefield,4,2830.0,4.0,161.0,5689.04593639576
7583,Whitefield,4,2135.0,3.0,149.0,6978.922716627635
7584,Whitefield,4,2500.0,4.0,100.0,4000.0
7585,Whitefield,4,3075.0,2.0,188.0,6113.821138211382
7586,Whitefield,3,1760.0,3.0,160.0,9090.90909090909
7587,Whitefield,3,1655.0,3.0,110.0,6646.525679758308
7588,Whitefield,1,840.0,1.0,57.0,6785.714285714285
7589,Whitefield,3,1725.0,3.0,106.0,6144.927536231884
7590,Whitefield,2,1130.0,2.0,36.0,3185.8407079646017
7591,Whitefield,2,1059.0,2.0,57.0,5382.43626062323
7592,Whitefield,1,516.0,1.0,39.0,7558.139534883721
7593,Whitefield,2,1116.0,2.0,51.91,4651.433691756272
7594,Whitefield,4,6000.0,4.0,410.0,6833.333333333333
7595,Whitefield,3,1639.0,3.0,107.0,6528.370957901159
7596,Whitefield,3,1820.0,3.0,113.0,6208.791208791209
7597,Whitefield,3,1990.0,3.0,98.0,4924.62311557789
7598,Whitefield,4,3565.0,4.0,218.0,6115.007012622721
7599,Whitefield,4,3410.0,5.0,253.0,7419.354838709677
7600,Whitefield,3,1345.0,3.0,58.0,4312.267657992565
7601,Whitefield,2,1205.0,2.0,41.0,3402.4896265560164
7602,Whitefield,4,4500.0,4.0,330.0,7333.333333333333
7603,Whitefield,2,1250.0,2.0,85.0,6800.0
7604,Whitefield,2,1115.0,2.0,51.91,4655.605381165919
7605,Whitefield,2,1277.0,2.0,77.0,6029.757243539546
7606,Whitefield,3,1820.0,3.0,140.0,7692.307692307692
7607,Whitefield,4,3453.0,4.0,247.0,7153.200115841298
7608,Whitefield,2,1245.0,2.0,59.76,4800.0
7609,Whitefield,3,1322.5,3.0,40.985,3099.054820415879
7610,Whitefield,2,1074.0,2.0,42.8,3985.102420856611
7611,Whitefield,2,1200.0,2.0,46.13,3844.1666666666665
7612,Whitefield,2,1200.0,2.0,45.84,3820.0
7613,Whitefield,3,2280.0,4.0,125.0,5482.456140350877
7614,Whitefield,4,2882.0,5.0,200.0,6939.625260235947
7615,Whitefield,2,1170.0,2.0,56.0,4786.324786324786
7616,Whitefield,3,1639.5,3.0,92.63,5649.893260140287
7617,Whitefield,2,1390.0,2.0,72.0,5179.856115107914
7618,Whitefield,3,1634.0,3.0,68.0,4161.566707466341
7619,Whitefield,2,1190.0,2.0,70.0,5882.35294117647
7620,Whitefield,2,1105.0,2.0,35.4,3203.6199095022625
7621,Whitefield,2,1270.0,2.0,94.0,7401.574803149606
7622,Whitefield,2,1220.0,2.0,89.0,7295.081967213115
7623,Whitefield,2,1116.0,2.0,51.91,4651.433691756272
7624,Whitefield,3,1436.0,2.0,62.15,4327.994428969359
7625,Whitefield,3,3758.0,3.0,300.0,7982.969664715274
7626,Whitefield,3,1452.0,2.0,46.29,3188.0165289256197
7627,Whitefield,2,1370.0,2.0,56.0,4087.5912408759123
7628,Whitefield,2,1050.0,2.0,43.0,4095.2380952380954
7629,Whitefield,3,1496.0,2.0,71.81,4800.133689839572
7630,Whitefield,2,1216.0,2.0,72.0,5921.0526315789475
7631,Whitefield,2,1158.0,2.0,55.0,4749.568221070812
7632,Whitefield,4,5400.0,5.0,475.0,8796.296296296296
7633,Whitefield,3,1396.0,3.0,74.0,5300.859598853868
7634,Whitefield,2,1175.0,2.0,41.0,3489.3617021276596
7635,Whitefield,2,1315.0,2.0,55.0,4182.509505703422
7636,Whitefield,3,1451.0,2.0,46.4,3197.7946243969677
7637,Whitefield,2,1063.0,2.0,42.52,4000.0
7638,Whitefield,2,1346.0,2.0,76.01,5647.102526002973
7639,Whitefield,2,1276.0,2.0,69.5,5446.7084639498435
7640,Whitefield,2,1317.0,2.0,52.0,3948.3675018982535
7641,Whitefield,4,2858.0,4.0,137.0,4793.561931420574
7642,Whitefield,3,1615.0,3.0,96.9,6000.0
7643,Whitefield,2,1220.0,2.0,55.0,4508.196721311476
7644,Whitefield,2,1116.0,2.0,48.76,4369.1756272401435
7645,Whitefield,3,1400.0,2.0,56.0,4000.0
7646,Whitefield,2,1140.0,2.0,55.0,4824.561403508772
7647,Whitefield,2,1295.0,2.0,64.5,4980.694980694981
7648,Whitefield,2,1200.0,2.0,70.0,5833.333333333333
7649,Whitefield,2,1015.0,2.0,56.0,5517.241379310345
7650,Whitefield,3,1430.0,3.0,52.0,3636.3636363636365
7651,Whitefield,2,1216.0,2.0,75.0,6167.763157894737
7652,Whitefield,3,1010.0,2.0,45.0,4455.445544554455
7653,Whitefield,3,2321.0,4.0,157.0,6764.325721671693
7654,Whitefield,2,1224.0,2.0,75.0,6127.450980392156
7655,Whitefield,3,1655.0,3.0,113.0,6827.794561933535
7656,Whitefield,3,1740.0,3.0,85.0,4885.057471264367
7657,Whitefield,5,4144.0,5.0,331.0,7987.451737451737
7658,Whitefield,2,925.0,2.0,35.0,3783.7837837837837
7659,Whitefield,2,1175.0,2.0,50.0,4255.31914893617
7660,Whitefield,3,1200.0,3.0,67.75,5645.833333333333
7661,Whitefield,4,2444.0,4.0,145.0,5932.896890343699
7662,Whitefield,2,1270.0,2.0,110.0,8661.417322834646
7663,Whitefield,3,1660.0,3.0,110.0,6626.506024096386
7664,Whitefield,2,1270.0,2.0,105.0,8267.71653543307
7665,Whitefield,2,1315.0,2.0,69.5,5285.171102661597
7666,Whitefield,2,1173.0,2.0,78.2,6666.666666666667
7667,Whitefield,2,1362.0,2.0,85.0,6240.822320117474
7668,Whitefield,2,955.0,2.0,38.19,3998.952879581152
7669,Whitefield,3,1457.0,2.0,105.0,7206.588881262869
7670,Whitefield,3,1720.0,3.0,128.0,7441.860465116279
7671,Whitefield,3,1500.0,3.0,61.9,4126.666666666667
7672,Whitefield,2,1495.0,2.0,78.0,5217.391304347826
7673,Whitefield,2,1270.0,2.0,52.0,4094.488188976378
7674,Whitefield,3,1564.0,3.0,103.0,6585.677749360614
7675,Whitefield,2,1240.0,2.0,41.0,3306.451612903226
7676,Whitefield,3,1500.0,3.0,71.0,4733.333333333333
7677,Whitefield,3,1404.0,2.0,59.0,4202.279202279202
7678,Whitefield,3,1639.0,3.0,107.0,6528.370957901159
7679,Whitefield,3,1760.0,3.0,139.0,7897.727272727273
7680,Whitefield,1,613.0,1.0,48.0,7830.342577487765
7681,Whitefield,3,1730.0,3.0,125.0,7225.43352601156
7682,Whitefield,3,1453.0,2.0,58.0,3991.741225051617
7683,Whitefield,1,877.0,1.0,59.0,6727.480045610034
7684,Whitefield,4,2856.0,5.0,154.5,5409.663865546218
7685,Whitefield,5,3453.0,4.0,231.0,6689.834926151173
7686,Yelachenahalli,3,1400.0,2.0,55.0,3928.5714285714284
7687,Yelachenahalli,3,1464.0,2.0,105.0,7172.131147540984
7688,Yelachenahalli,2,2400.0,1.0,150.0,6250.0
7689,Yelachenahalli,3,1700.0,3.0,130.0,7647.058823529412
7690,Yelachenahalli,2,1080.0,2.0,55.0,5092.592592592592
7691,Yelachenahalli,2,1400.0,2.0,78.0,5571.428571428572
7692,Yelachenahalli,3,1330.0,3.0,73.5,5526.315789473684
7693,Yelachenahalli,2,800.0,1.0,30.0,3750.0
7694,Yelachenahalli,2,1100.0,2.0,60.0,5454.545454545455
7695,Yelachenahalli,3,1365.0,2.0,72.0,5274.725274725275
7696,Yelachenahalli,2,1103.0,2.0,55.0,4986.400725294651
7697,Yelachenahalli,2,1000.0,2.0,50.0,5000.0
7698,Yelahanka,3,1600.0,2.0,75.0,4687.5
7699,Yelahanka,2,1326.0,2.0,78.0,5882.35294117647
7700,Yelahanka,3,1282.0,2.0,48.7,3798.751950078003
7701,Yelahanka,2,1350.0,2.0,55.55,4114.814814814815
7702,Yelahanka,2,1035.0,2.0,45.0,4347.826086956522
7703,Yelahanka,2,1350.0,2.0,54.0,4000.0
7704,Yelahanka,2,1132.5,2.0,48.13,4249.889624724062
7705,Yelahanka,2,1210.0,2.0,45.98,3800.0
