,location,bhk,total_area,bath,balcony,price,price_per_sqft
6747,other,3,1460.0,3.0,2.0,7000000.0,4794.520547945205
6748,other,2,1355.0,2.0,1.0,9500000.0,7011.070110701107
6749,other,1,833.0,1.0,1.0,4900000.0,5882.35294117647
6750,other,2,1037.0,2.0,1.0,3628000.0,3498.553519768563
6751,other,4,3000.0,5.0,1.0,27000000.0,9000.0
6752,other,2,1220.0,2.0,2.0,6800000.0,5573.770491803279
6753,other,4,3811.0,3.0,2.0,47500000.0,12463.920230910522
6754,other,3,1545.0,3.0,3.0,8500000.0,5501.6181229773465
6755,other,2,780.0,2.0,1.0,3500000.0,4487.179487179487
6756,other,2,1350.0,2.0,1.0,11000000.0,8148.148148148148
6757,other,2,1350.0,2.0,2.0,4100000.0,3037.037037037037
6758,other,3,1200.0,2.0,1.0,6800000.0,5666.666666666667
6760,other,2,1150.0,2.0,2.0,4900000.0,4260.869565217391
6761,other,5,2000.0,4.0,2.0,18000000.0,9000.0
6763,other,2,1096.0,2.0,2.0,4800000.0,4379.56204379562
6764,other,2,1094.0,2.0,1.0,4400000.0,4021.9378427787933
6765,other,2,1100.0,2.0,2.0,4900000.0,4454.545454545455
6766,other,4,1280.0,4.0,1.0,11500000.0,8984.375
6768,other,3,1200.0,3.0,0.0,8500000.0,7083.333333333333
6769,other,2,1086.0,2.0,1.0,4750000.0,4373.848987108656
6770,other,3,1655.0,3.0,2.0,15500000.0,9365.558912386707
6771,other,2,1150.0,2.0,1.0,7400000.0,6434.782608695652
6772,other,3,1440.0,3.0,2.0,6580000.0,4569.444444444444
6773,other,3,1200.0,2.0,0.0,10800000.0,9000.0
6774,other,2,1200.0,2.0,2.0,7500000.0,6250.0
6775,other,3,1225.0,3.0,3.0,6000000.0,4897.959183673469
6776,other,3,1550.0,2.0,1.0,6000000.0,3870.967741935484
6777,other,3,1650.0,3.0,2.0,7500000.0,4545.454545454545
6778,other,2,1113.0,2.0,2.0,4600000.0,4132.973944294699
6779,other,2,1500.0,2.0,0.0,20300000.0,13533.333333333334
6781,other,3,1800.0,2.0,0.0,7200000.0,4000.0
6782,other,4,1350.0,4.0,2.0,8500000.0,6296.2962962962965
6783,other,9,4500.0,9.0,1.0,50000000.0,11111.111111111111
6784,other,2,935.0,2.0,1.0,3272999.9999999995,3500.5347593582883
6785,other,5,2500.0,5.0,2.0,12000000.0,4800.0
6786,other,3,1550.0,3.0,2.0,16000000.0,10322.58064516129
6787,other,2,1140.0,2.0,2.0,5200000.0,4561.403508771929
6788,other,2,1050.0,2.0,3.0,4000000.0,3809.5238095238096
6789,other,3,1758.0,3.0,2.0,9500000.0,5403.86803185438
6790,other,4,3179.0,5.0,3.0,35100000.0,11041.207927021076
6791,other,3,909.0,2.0,1.0,4000000.0,4400.4400440044
6792,other,2,1200.0,3.0,0.0,8500000.0,7083.333333333333
6793,other,2,1200.0,2.0,1.0,3400000.0,2833.3333333333335
6794,other,3,1800.0,3.0,3.0,14000000.0,7777.777777777777
6795,other,2,1000.0,2.0,2.0,4800000.0,4800.0
6796,other,2,1095.0,2.0,2.0,3852000.0000000005,3517.8082191780827
6797,other,4,3900.0,4.0,1.0,33300000.0,8538.461538461539
6798,other,3,2400.0,4.0,2.0,20000000.0,8333.333333333334
6799,other,3,1645.0,3.0,2.0,8750000.0,5319.148936170212
6800,other,2,1252.0,2.0,2.0,5500000.0,4392.97124600639
6801,other,3,2600.0,3.0,2.0,14000000.0,5384.615384615385
6802,other,2,950.0,2.0,1.0,6000000.0,6315.789473684211
6803,other,4,2107.0,4.0,3.0,9500000.0,4508.780256288562
6804,other,3,1450.0,3.0,3.0,6800000.0,4689.6551724137935
6805,other,3,2431.0,3.0,1.0,10000000.0,4113.533525298231
6807,other,2,1155.0,2.0,3.0,5600000.0,4848.484848484848
6808,other,2,1450.0,2.0,3.0,6263000.0,4319.310344827586
6809,other,3,1900.0,3.0,2.0,20500000.0,10789.473684210527
6810,other,2,1365.0,3.0,2.0,6000000.0,4395.604395604396
6811,other,3,1402.0,2.0,2.0,8500000.0,6062.767475035664
6813,other,3,1550.0,3.0,1.0,7500000.0,4838.709677419355
6814,other,3,2100.0,3.0,2.0,24000000.0,11428.57142857143
6815,other,4,5000.0,4.0,2.0,29000000.0,5800.0
6816,other,3,2000.0,3.0,2.0,8500000.0,4250.0
6817,other,2,1100.0,2.0,1.0,4500000.0,4090.909090909091
6818,other,3,1200.0,3.0,0.0,14000000.0,11666.666666666666
6819,other,2,814.0,2.0,1.0,5500000.0,6756.756756756757
6820,other,2,1100.0,2.0,2.0,4400000.0,4000.0
6821,other,2,830.0,2.0,2.0,3700000.0,4457.831325301205
6822,other,3,1590.0,3.0,0.0,12000000.0,7547.169811320755
6823,other,4,3754.0,6.0,2.0,43000000.0,11454.448588172616
6824,other,2,1100.0,2.0,1.0,4800000.0,4363.636363636364
6825,other,3,1230.0,2.0,2.0,5351000.0,4350.40650406504
6826,other,3,1450.0,2.0,3.0,8960000.0,6179.310344827586
6827,other,2,1367.0,2.0,2.0,6200000.0,4535.479151426482
6829,other,2,1340.0,2.0,3.0,7700000.0,5746.268656716418
6830,other,2,1135.0,2.0,2.0,3290999.9999999995,2899.5594713656383
6831,other,3,1745.0,3.0,2.0,7700000.0,4412.607449856733
6832,other,3,1665.0,3.0,2.0,10500000.0,6306.306306306306
6833,other,2,1220.0,2.0,2.0,4879000.0,3999.1803278688526
6834,other,4,2300.0,4.0,1.0,20000000.0,8695.652173913044
6835,other,2,1210.0,2.0,1.0,7600000.0,6280.99173553719
6836,other,2,1100.0,2.0,1.0,4600000.0,4181.818181818182
6837,other,3,1286.0,3.0,1.0,6700000.0,5209.9533437014
6838,other,2,1141.0,2.0,2.0,4000000.0,3505.6967572304998
6839,other,2,1140.0,2.0,3.0,4500000.0,3947.3684210526317
6840,other,2,1065.0,2.0,1.0,5800000.0,5446.0093896713615
6841,other,3,1082.0,2.0,0.0,4200000.0,3881.7005545286506
6842,other,2,1290.0,2.0,3.0,4063000.0000000005,3149.6124031007757
6843,other,3,1636.0,3.0,2.0,9700000.0,5929.095354523228
6844,other,4,3600.0,4.0,3.0,45000000.0,12500.0
6845,other,3,1450.0,3.0,3.0,4200000.0,2896.551724137931
6846,other,2,1120.0,2.0,2.0,4000000.0,3571.4285714285716
6847,other,3,1200.0,3.0,2.0,7200000.0,6000.0
6848,other,3,1500.0,2.0,0.0,6500000.0,4333.333333333333
6849,other,6,3000.0,8.0,1.0,9000000.0,3000.0
6851,other,2,1100.0,2.0,2.0,4700000.0,4272.727272727273
6852,other,2,1000.0,1.0,1.0,7500000.0,7500.0
6854,other,3,1388.0,3.0,3.0,6998999.999999999,5042.50720461095
6855,other,2,1176.0,2.0,2.0,4400000.0,3741.496598639456
6856,other,2,1170.0,2.0,2.0,8600000.0,7350.427350427351
6857,other,4,4830.0,5.0,1.0,39000000.0,8074.534161490683
6858,other,2,850.0,2.0,1.0,7500000.0,8823.529411764706
6859,other,2,1103.0,2.0,1.0,5500000.0,4986.400725294651
6860,other,3,1600.0,3.0,1.0,6400000.0,4000.0
6861,other,2,1100.0,2.0,1.0,5500000.0,5000.0
6862,other,3,2065.0,3.0,2.0,13000000.0,6295.399515738499
6863,other,2,1150.0,2.0,2.0,12500000.0,10869.565217391304
6864,other,2,1250.0,2.0,1.0,5900000.0,4720.0
6865,other,2,1115.0,2.0,0.0,4600000.0,4125.5605381165915
6866,other,3,2550.0,4.0,2.0,29000000.0,11372.549019607843
6867,other,4,3080.0,2.0,1.0,28500000.0,9253.246753246753
6868,other,2,1130.0,2.0,1.0,5200000.0,4601.769911504425
6869,other,4,3400.0,6.0,1.0,42000000.0,12352.941176470587
6871,other,1,450.0,1.0,1.0,2500000.0,5555.555555555556
6872,other,2,1100.0,2.0,1.0,8500000.0,7727.272727272727
6873,other,2,966.0,2.0,1.0,4900000.0,5072.463768115942
6875,other,5,4400.0,4.0,1.0,35000000.0,7954.545454545455
6877,other,3,1550.0,2.0,2.0,7900000.0,5096.774193548387
6878,other,3,1540.0,2.0,2.0,7000000.0,4545.454545454545
6880,other,2,1036.0,2.0,2.0,11000000.0,10617.760617760618
6881,other,2,1070.0,2.0,2.0,3890000.0,3635.5140186915887
6882,other,2,1041.0,2.0,1.0,3644000.0,3500.480307396734
6883,other,4,1376.0,4.0,1.0,15600000.0,11337.209302325582
6884,other,3,1150.0,2.0,0.0,6000000.0,5217.391304347826
6885,other,3,1508.0,3.0,1.0,7500000.0,4973.474801061008
6886,other,2,1110.0,2.0,2.0,5800000.0,5225.225225225226
6888,other,3,1950.0,3.0,2.0,9000000.0,4615.384615384615
6889,other,2,1080.0,2.0,1.0,6200000.0,5740.740740740741
6890,other,2,999.0,2.0,1.0,4366000.0,4370.37037037037
6891,other,2,1180.0,2.0,2.0,4000000.0,3389.830508474576
6892,other,2,1127.0,2.0,2.0,5500000.0,4880.212954747116
6893,other,3,1200.0,3.0,3.0,9625000.0,8020.833333333333
6894,other,3,1250.0,2.0,2.0,6500000.0,5200.0
6895,other,4,2631.0,3.0,1.0,20000000.0,7601.672367920943
6896,other,2,830.0,2.0,1.0,6000000.0,7228.915662650603
6897,other,2,1500.0,2.0,2.0,8800000.0,5866.666666666667
6898,other,3,1518.0,3.0,2.0,7600000.0,5006.587615283267
6899,other,3,1495.0,2.0,2.0,7500000.0,5016.722408026756
6900,other,2,856.0,2.0,1.0,4800000.0,5607.476635514019
6901,other,2,1143.0,2.0,1.0,6200000.0,5424.321959755031
6902,other,2,1070.0,2.0,2.0,3315000.0,3098.1308411214955
6903,other,2,1117.0,2.0,1.0,11000000.0,9847.806624888093
6904,other,1,600.0,1.0,1.0,4300000.0,7166.666666666667
6905,other,4,7500.0,4.0,1.0,42500000.0,5666.666666666667
6906,other,2,925.0,2.0,2.0,4800000.0,5189.189189189189
6907,other,2,1100.0,2.0,2.0,5200000.0,4727.272727272727
6908,other,3,1200.0,3.0,0.0,7000000.0,5833.333333333333
6909,other,4,2675.0,4.0,2.0,29000000.0,10841.121495327103
6910,other,2,1016.0,2.0,1.0,4590000.0,4517.716535433071
6911,other,3,1800.0,3.0,2.0,8800000.0,4888.888888888889
6912,other,2,1062.0,2.0,2.0,4700000.0,4425.612052730697
6913,other,3,1477.0,2.0,2.0,8000000.0,5416.384563303995
6914,other,4,3500.0,5.0,1.0,45000000.0,12857.142857142857
6915,other,3,1793.0,3.0,2.0,9800000.0,5465.699944227552
6916,other,2,960.0,2.0,1.0,3300000.0,3437.5
6917,other,2,620.0,2.0,1.0,2300000.0,3709.6774193548385
6918,other,3,1400.0,3.0,2.0,3500000.0,2500.0
6919,other,2,1020.0,2.0,1.0,6200000.0,6078.431372549019
6920,other,4,3563.0,6.0,1.0,31000000.0,8700.533258490037
6921,other,2,1165.0,2.0,2.0,4700000.0,4034.3347639484978
6922,other,2,1100.0,2.0,2.0,4350000.0,3954.5454545454545
6923,other,4,3300.0,5.0,3.0,31800000.0,9636.363636363636
6924,other,4,1440.0,4.0,0.0,8800000.0,6111.111111111111
6926,other,3,2250.0,3.0,1.0,11300000.0,5022.222222222223
6927,other,3,1250.0,3.0,2.0,4300000.0,3440.0
6928,other,3,1718.0,3.0,3.0,22300000.0,12980.209545983702
6929,other,3,1200.0,2.0,2.0,7500000.0,6250.0
6930,other,2,985.0,2.0,1.0,5500000.0,5583.756345177665
6931,other,3,1700.0,2.0,2.0,6850000.0,4029.4117647058824
6932,other,5,2000.0,4.0,1.0,9900000.0,4950.0
6933,other,3,1643.0,3.0,2.0,7500000.0,4564.820450395618
6934,other,3,1740.0,3.0,2.0,5500000.0,3160.919540229885
6935,other,2,1030.0,2.0,2.0,8000000.0,7766.9902912621355
6936,other,3,1852.0,2.0,1.0,9500000.0,5129.589632829374
6937,other,2,1150.0,2.0,2.0,6900000.0,6000.0
6938,other,4,2600.0,3.0,1.0,9500000.0,3653.846153846154
6939,other,3,1350.0,2.0,3.0,6800000.0,5037.037037037037
6940,other,3,1500.0,2.0,1.0,9000000.0,6000.0
6941,other,2,900.0,2.0,0.0,5500000.0,6111.111111111111
6942,other,2,850.0,2.0,0.0,3500000.0,4117.64705882353
6943,other,2,1250.0,2.0,1.0,6000000.0,4800.0
6944,other,2,970.0,2.0,2.0,3500000.0,3608.2474226804125
6945,other,2,1148.0,2.0,1.0,5900000.0,5139.3728222996515
6946,other,4,1750.0,2.0,1.0,22500000.0,12857.142857142857
6947,other,3,1350.0,3.0,1.0,6000000.0,4444.444444444444
6948,other,2,1100.0,2.0,1.0,7800000.0,7090.909090909091
6949,other,2,1180.0,2.0,2.0,7400000.0,6271.186440677966
6950,other,3,4510.0,4.0,3.0,20000000.0,4434.589800443459
6951,other,3,1540.0,3.0,2.0,8500000.0,5519.480519480519
6952,other,3,1033.0,2.0,2.0,3150000.0,3049.3707647628266
6953,other,3,1800.0,3.0,0.0,23000000.0,12777.777777777777
6954,other,2,1200.0,2.0,2.0,3700000.0,3083.3333333333335
6955,other,3,2000.0,3.0,2.0,12000000.0,6000.0
6956,other,3,2000.0,3.0,1.0,14500000.0,7250.0
6957,other,1,500.0,1.0,1.0,1500000.0,3000.0
6958,other,2,850.0,2.0,1.0,4200000.0,4941.176470588235
6959,other,2,1165.0,2.0,1.0,3364000.0,2887.5536480686696
6960,other,4,2230.0,4.0,1.0,13000000.0,5829.596412556054
6961,other,4,2200.0,5.0,1.0,10000000.0,4545.454545454545
6962,other,3,1519.0,3.0,2.0,6723000.0,4425.938117182357
6963,other,4,3160.0,4.0,3.0,20600000.0,6518.987341772152
6964,other,2,922.0,2.0,1.0,7000000.0,7592.190889370932
6965,other,2,850.0,2.0,1.0,7200000.0,8470.588235294117
6966,other,2,1200.0,1.0,0.0,6500000.0,5416.666666666667
6967,other,3,1442.0,3.0,2.0,5624000.0,3900.138696255201
6968,other,2,1233.0,2.0,3.0,10000000.0,8110.300081103001
6969,other,3,1840.0,3.0,3.0,8500000.0,4619.565217391304
6970,other,2,1100.0,2.0,2.0,5700000.0,5181.818181818182
6971,other,2,1040.0,2.0,1.0,4679000.0,4499.038461538462
6972,other,2,1200.0,2.0,0.0,5300000.0,4416.666666666667
6973,other,4,2050.0,3.0,1.0,10000000.0,4878.048780487805
6974,other,2,800.0,2.0,2.0,3000000.0,3750.0
6975,other,2,1125.0,2.0,2.0,3600000.0,3200.0
6976,other,3,1936.0,3.0,0.0,11000000.0,5681.818181818182
6977,other,3,1652.5,3.0,2.0,9000000.0,5446.293494704993
6979,other,3,2159.0,3.0,2.0,11000000.0,5094.951366373321
6983,other,3,1500.0,3.0,2.0,13800000.0,9200.0
6984,other,2,700.0,2.0,0.0,4300000.0,6142.857142857143
6985,other,3,1750.0,3.0,3.0,17000000.0,9714.285714285714
6986,other,3,1365.0,3.0,0.0,9900000.0,7252.747252747253
6988,other,6,1800.0,3.0,1.0,10500000.0,5833.333333333333
6989,other,2,850.0,2.0,0.0,3500000.0,4117.64705882353
6990,other,2,708.0,1.0,1.0,5500000.0,7768.3615819209035
6992,other,3,1680.0,3.0,3.0,13500000.0,8035.714285714285
6993,other,2,990.0,2.0,2.0,5800000.0,5858.585858585859
6994,other,2,1240.0,2.0,1.0,10000000.0,8064.5161290322585
6995,other,3,1810.0,3.0,3.0,11800000.0,6519.3370165745855
6996,other,3,2005.0,3.0,2.0,24000000.0,11970.074812967581
6997,other,2,1265.0,2.0,1.0,5800000.0,4584.98023715415
6998,other,2,1035.0,2.0,2.0,4400000.0,4251.207729468599
6999,other,2,1000.0,2.0,1.0,9700000.0,9700.0
7000,other,6,2800.0,4.0,3.0,10000000.0,3571.4285714285716
7001,other,8,3500.0,6.0,2.0,12000000.0,3428.5714285714284
7002,other,3,1430.0,3.0,1.0,7865000.000000001,5500.000000000001
7003,other,2,600.0,2.0,0.0,3000000.0,5000.0
7004,other,1,1200.0,2.0,1.0,4500000.0,3750.0
7005,other,2,1116.0,2.0,1.0,3760000.0,3369.1756272401435
7006,other,2,1090.0,2.0,2.0,4500000.0,4128.440366972477
7007,other,4,1260.0,4.0,2.0,6500000.0,5158.730158730159
7008,other,2,1000.0,2.0,1.0,3600000.0,3600.0
7009,other,1,840.0,1.0,0.0,7500000.0,8928.57142857143
7010,other,3,1760.0,2.0,1.0,11600000.0,6590.909090909091
7011,other,4,3317.5,5.0,0.0,26850000.0,8093.443858327054
7012,other,2,600.0,1.0,1.0,5200000.0,8666.666666666666
7013,other,3,1670.0,3.0,2.0,16000000.0,9580.838323353293
7014,other,2,1410.0,2.0,2.0,7500000.0,5319.148936170212
7015,other,5,2400.0,5.0,2.0,9300000.0,3875.0
7016,other,3,1200.0,2.0,2.0,7559999.999999999,6299.999999999999
7017,other,5,2400.0,5.0,3.0,28500000.0,11875.0
7018,other,4,2100.0,4.0,2.0,15000000.0,7142.857142857143
7019,other,2,1200.0,2.0,2.0,5250000.0,4375.0
7020,other,3,1539.0,3.0,2.0,6000000.0,3898.635477582846
7021,other,2,920.0,2.0,1.0,4600000.0,5000.0
7023,other,4,1550.0,4.0,1.0,12000000.0,7741.935483870968
7024,other,2,905.0,2.0,1.0,5000000.0,5524.861878453039
7025,other,3,1495.0,3.0,1.0,20000000.0,13377.926421404682
7026,other,3,1455.0,2.0,2.0,5500000.0,3780.0687285223366
7027,other,1,550.0,1.0,1.0,2300000.0,4181.818181818182
7028,other,5,4000.0,3.0,0.0,13000000.0,3250.0
7029,other,2,1060.0,2.0,1.0,5300000.0,5000.0
7030,other,3,1080.0,2.0,2.0,7500000.0,6944.444444444444
7031,other,3,1570.0,3.0,2.0,7800000.0,4968.152866242038
7032,other,3,1537.0,3.0,2.0,11000000.0,7156.79895901106
7033,other,3,1750.0,3.0,2.0,15000000.0,8571.42857142857
7034,other,7,2800.0,7.0,1.0,25000000.0,8928.57142857143
7035,other,2,1020.0,2.0,3.0,4800000.0,4705.882352941177
7036,other,2,1191.0,2.0,1.0,9000000.0,7556.675062972292
7037,other,2,865.0,2.0,1.0,3511000.0,4058.9595375722542
7038,other,4,2100.0,4.0,1.0,9000000.0,4285.714285714285
7039,other,4,2849.0,5.0,1.0,25000000.0,8775.008775008775
7040,other,2,1000.0,2.0,2.0,4200000.0,4200.0
7041,other,2,1225.0,2.0,2.0,4700000.0,3836.734693877551
7042,other,2,830.0,2.0,2.0,4000000.0,4819.277108433735
7043,other,3,1685.0,3.0,2.0,6000000.0,3560.8308605341244
7044,other,2,827.0,2.0,1.0,4500000.0,5441.354292623942
7046,other,2,1050.0,2.0,1.0,5000000.0,4761.9047619047615
7048,other,2,1060.0,2.0,1.0,4927000.0,4648.11320754717
7049,other,2,1261.0,2.0,2.0,6100000.0,4837.430610626487
7050,other,2,1100.0,2.0,2.0,4600000.0,4181.818181818182
7051,other,4,3400.0,4.0,2.0,19000000.0,5588.235294117647
7052,other,2,1180.0,2.0,2.0,5600000.0,4745.762711864407
7054,other,2,1205.0,2.0,1.0,7000000.0,5809.128630705394
7056,other,2,1250.0,2.0,3.0,5800000.0,4640.0
7057,other,3,1424.0,2.0,3.0,5500000.0,3862.3595505617977
7058,other,3,1250.0,3.0,1.0,5500000.0,4400.0
7059,other,3,2200.0,4.0,2.0,16000000.0,7272.727272727273
7060,other,2,1230.0,2.0,3.0,5500000.0,4471.544715447155
7061,other,3,1540.0,3.0,3.0,7600000.0,4935.064935064935
7062,other,3,1900.0,3.0,3.0,15500000.0,8157.894736842105
7063,other,2,1200.0,1.0,2.0,9500000.0,7916.666666666667
7064,other,2,1060.0,2.0,2.0,3700000.0,3490.566037735849
7065,other,2,1100.0,2.0,1.0,6100000.0,5545.454545454545
7067,other,2,1100.0,2.0,2.0,11000000.0,10000.0
7068,other,3,1942.0,3.0,1.0,15500000.0,7981.462409886714
7069,other,3,1200.0,4.0,2.0,8000000.0,6666.666666666667
7071,other,2,1400.0,2.0,2.0,6000000.0,4285.714285714285
7072,other,2,1330.0,2.0,1.0,6400000.0,4812.0300751879695
7073,other,3,1515.0,3.0,3.0,9000000.0,5940.59405940594
7074,other,3,1464.0,3.0,3.0,5600000.0,3825.136612021858
7075,other,2,1206.0,2.0,1.0,5300000.0,4394.69320066335
7076,other,4,1200.0,4.0,1.0,9500000.0,7916.666666666667
7077,other,2,1250.0,2.0,1.0,5800000.0,4640.0
7078,other,2,625.0,2.0,1.0,2400000.0,3840.0
7079,other,2,900.0,2.0,1.0,2700000.0,3000.0
7080,other,2,1464.0,2.0,2.0,5600000.0,3825.136612021858
7081,other,3,1300.0,3.0,2.0,6400000.0,4923.076923076923
7082,other,1,1200.0,1.0,0.0,6900000.0,5750.0
7083,other,3,1717.0,3.0,3.0,9900000.0,5765.87070471753
7084,other,3,2099.0,3.0,1.0,9500000.0,4525.964745116722
7085,other,1,1200.0,1.0,0.0,4800000.0,4000.0
7087,other,3,1430.0,2.0,1.0,7865000.000000001,5500.000000000001
7088,other,3,2108.0,3.0,3.0,8500000.0,4032.2580645161293
7089,other,2,1190.0,2.0,1.0,7000000.0,5882.35294117647
7090,other,2,900.0,2.0,1.0,4100000.0,4555.555555555556
7091,other,4,2690.0,4.0,2.0,18500000.0,6877.323420074349
7092,other,3,1594.0,3.0,2.0,9900000.0,6210.790464240903
7093,other,2,1250.0,2.0,1.0,6800000.0,5440.0
7094,other,2,1290.0,1.0,0.0,7750000.0,6007.751937984496
7095,other,2,1150.0,2.0,1.0,4800000.0,4173.913043478261
7096,other,2,1464.0,2.0,1.0,14500000.0,9904.371584699453
7097,other,2,1200.0,2.0,0.0,7500000.0,6250.0
7098,other,2,1065.0,2.0,1.0,4500000.0,4225.352112676056
7100,other,2,750.0,2.0,1.0,3600000.0,4800.0
7101,other,3,1485.0,2.0,1.0,15600000.0,10505.050505050505
7102,other,3,2070.0,3.0,3.0,13500000.0,6521.739130434783
7103,other,3,1600.0,2.0,2.0,7500000.0,4687.5
7104,other,2,1100.0,2.0,1.0,3849000.0,3499.090909090909
7105,other,2,800.0,2.0,1.0,5500000.0,6875.0
7106,other,2,900.0,1.0,1.0,4400000.0,4888.888888888889
7107,other,3,1480.0,2.0,2.0,12500000.0,8445.945945945947
7108,other,3,3800.0,2.0,1.0,13000000.0,3421.0526315789475
7109,other,2,1500.0,2.0,2.0,13000000.0,8666.666666666666
7110,other,3,2010.0,3.0,3.0,12500000.0,6218.905472636816
7111,other,3,1504.0,2.0,2.0,10000000.0,6648.936170212766
7112,other,2,2040.0,2.0,2.0,5900000.0,2892.156862745098
7113,other,3,1602.0,2.0,1.0,16500000.0,10299.625468164793
7114,other,4,1200.0,4.0,1.0,13000000.0,10833.333333333334
7115,other,3,1800.0,3.0,1.0,22000000.0,12222.222222222223
7116,other,3,1500.0,3.0,0.0,7200000.0,4800.0
7117,other,3,1280.0,2.0,1.0,4800000.0,3750.0
7118,other,2,900.0,2.0,1.0,4500000.0,5000.0
7119,other,2,1095.0,2.0,1.0,3833000.0,3500.4566210045664
7120,other,2,1145.0,2.0,2.0,5840000.0,5100.436681222707
7121,other,3,1862.0,3.0,3.0,12000000.0,6444.68313641246
7122,other,3,2700.0,3.0,3.0,20000000.0,7407.407407407408
7123,other,3,1677.0,3.0,2.0,9800000.0,5843.768634466309
7124,other,8,2500.0,8.0,3.0,9500000.0,3800.0
7126,other,3,1490.0,2.0,1.0,11500000.0,7718.120805369127
7127,other,3,1550.0,3.0,1.0,5900000.0,3806.451612903226
7128,other,3,1740.0,3.0,3.0,12000000.0,6896.551724137931
7129,other,2,1020.0,2.0,2.0,6000000.0,5882.35294117647
7130,other,1,550.0,1.0,1.0,1600000.0,2909.090909090909
7131,other,2,1492.0,2.0,2.0,6500000.0,4356.56836461126
7132,other,3,1431.0,3.0,2.0,6500000.0,4542.278127183788
7133,other,3,3664.0,3.0,2.0,32500000.0,8870.087336244542
7134,other,2,690.0,2.0,0.0,4200000.0,6086.95652173913
7135,other,3,1520.0,3.0,2.0,11100000.0,7302.631578947368
7136,other,3,1391.0,2.0,3.0,6450000.0,4636.951833213516
7137,other,4,1200.0,4.0,2.0,8600000.0,7166.666666666667
7138,other,2,1250.0,2.0,2.0,9000000.0,7200.0
7139,other,3,1900.0,2.0,2.0,19000000.0,10000.0
7140,other,3,1464.0,3.0,2.0,5600000.0,3825.136612021858
7141,other,2,900.0,2.0,1.0,3300000.0,3666.6666666666665
7142,other,3,1602.0,2.0,1.0,17000000.0,10611.735330836455
7143,other,2,1230.0,2.0,2.0,7000000.0,5691.056910569106
7144,other,3,1600.0,3.0,3.0,9500000.0,5937.5
7145,other,1,450.0,1.0,2.0,6000000.0,13333.333333333334
7146,other,1,600.0,2.0,0.0,2300000.0,3833.3333333333335
7148,other,4,3463.0,6.0,0.0,31000000.0,8951.775916835115
7149,other,2,1200.0,2.0,0.0,8500000.0,7083.333333333333
7150,other,2,1200.0,2.0,2.0,3500000.0,2916.6666666666665
7151,other,2,1200.0,2.0,2.0,4500000.0,3750.0
7152,other,3,2000.0,4.0,1.0,13000000.0,6500.0
7153,other,4,1350.0,4.0,2.0,14000000.0,10370.37037037037
7154,other,3,995.0,2.0,2.0,3482000.0,3499.497487437186
7156,other,2,1000.0,2.0,1.0,4400000.0,4400.0
7157,other,2,1175.0,2.0,2.0,7900000.0,6723.404255319149
7158,other,2,1200.0,2.0,0.0,4300000.0,3583.3333333333335
7159,other,2,1112.0,2.0,3.0,6800000.0,6115.107913669065
7160,other,2,990.0,2.0,3.0,3500000.0,3535.3535353535353
7161,other,2,1107.0,2.0,2.0,4000000.0,3613.369467028004
7162,other,2,1158.0,2.0,3.0,7500000.0,6476.683937823835
7163,other,4,3200.0,4.0,2.0,20000000.0,6250.0
7164,other,2,1125.0,2.0,1.0,3249000.0,2888.0
7165,other,2,1200.0,2.0,0.0,9000000.0,7500.0
7166,other,2,1266.67,2.0,0.0,6900000.0,5447.3540859103
7167,other,3,1800.0,3.0,2.0,9000000.0,5000.0
7169,other,2,2000.0,2.0,1.0,16000000.0,8000.0
7170,other,3,1464.0,3.0,2.0,5600000.0,3825.136612021858
7171,other,3,1800.0,3.0,3.0,9500000.0,5277.777777777777
7172,other,3,1410.0,3.0,2.0,6500000.0,4609.929078014185
7173,other,4,2679.0,5.0,2.0,28000000.0,10451.661067562523
7174,other,2,1230.0,2.0,0.0,7500000.0,6097.5609756097565
7175,other,2,1080.0,2.0,2.0,4480000.0,4148.148148148148
7176,other,8,3150.0,5.0,2.0,14500000.0,4603.174603174603
7177,other,2,2400.0,2.0,2.0,13500000.0,5625.0
7179,other,2,880.0,2.0,1.0,4800000.0,5454.545454545455
7180,other,2,1150.0,2.0,2.0,4500000.0,3913.0434782608695
7181,other,2,1194.0,2.0,0.0,5500000.0,4606.365159128978
7182,other,3,2000.0,3.0,1.0,9000000.0,4500.0
7183,other,2,1025.0,2.0,0.0,4250000.0,4146.341463414634
7184,other,2,1022.0,2.0,2.0,5700000.0,5577.2994129158515
7187,other,2,1200.0,2.0,1.0,7600000.0,6333.333333333333
7188,other,2,1200.0,1.0,1.0,5400000.0,4500.0
7189,other,2,950.0,2.0,2.0,3800000.0,4000.0
7190,other,3,1605.0,3.0,2.0,10000000.0,6230.529595015576
7191,other,3,1542.0,3.0,2.0,9800000.0,6355.38261997406
7192,other,2,1012.0,2.0,0.0,4200000.0,4150.197628458498
7193,other,5,3600.0,5.0,0.0,11000000.0,3055.5555555555557
7194,other,2,1333.0,2.0,2.0,7727000.0,5796.699174793698
7195,other,3,1100.0,3.0,1.0,11000000.0,10000.0
7196,other,2,1050.0,2.0,1.0,7000000.0,6666.666666666667
7197,other,2,1140.0,2.0,1.0,3292000.0,2887.719298245614
7199,other,3,2000.0,3.0,2.0,10500000.0,5250.0
7200,other,2,1075.0,2.0,1.0,5500000.0,5116.279069767442
7202,other,3,1100.0,2.0,1.0,14500000.0,13181.818181818182
